ACK_ID,FORM_PLAN_YEAR_BEGIN_DATE,FORM_TAX_PRD,TYPE_PLAN_ENTITY_CD,TYPE_DFE_PLAN_ENTITY_CD,INITIAL_FILING_IND,AMENDED_IND,FINAL_FILING_IND,SHORT_PLAN_YR_IND,COLLECTIVE_BARGAIN_IND,F5558_APPLICATION_FILED_IND,EXT_AUTOMATIC_IND,DFVC_PROGRAM_IND,EXT_SPECIAL_IND,EXT_SPECIAL_TEXT,PLAN_NAME,SPONS_DFE_PN,PLAN_EFF_DATE,SPONSOR_DFE_NAME,SPONS_DFE_DBA_NAME,SPONS_DFE_CARE_OF_NAME,SPONS_DFE_MAIL_US_ADDRESS1,SPONS_DFE_MAIL_US_ADDRESS2,SPONS_DFE_MAIL_US_CITY,SPONS_DFE_MAIL_US_STATE,SPONS_DFE_MAIL_US_ZIP,SPONS_DFE_MAIL_FOREIGN_ADDR1,SPONS_DFE_MAIL_FOREIGN_ADDR2,SPONS_DFE_MAIL_FOREIGN_CITY,SPONS_DFE_MAIL_FORGN_PROV_ST,SPONS_DFE_MAIL_FOREIGN_CNTRY,SPONS_DFE_MAIL_FORGN_POSTAL_CD,SPONS_DFE_LOC_US_ADDRESS1,SPONS_DFE_LOC_US_ADDRESS2,SPONS_DFE_LOC_US_CITY,SPONS_DFE_LOC_US_STATE,SPONS_DFE_LOC_US_ZIP,SPONS_DFE_LOC_FOREIGN_ADDRESS1,SPONS_DFE_LOC_FOREIGN_ADDRESS2,SPONS_DFE_LOC_FOREIGN_CITY,SPONS_DFE_LOC_FORGN_PROV_ST,SPONS_DFE_LOC_FOREIGN_CNTRY,SPONS_DFE_LOC_FORGN_POSTAL_CD,SPONS_DFE_EIN,SPONS_DFE_PHONE_NUM,BUSINESS_CODE,ADMIN_NAME,ADMIN_CARE_OF_NAME,ADMIN_US_ADDRESS1,ADMIN_US_ADDRESS2,ADMIN_US_CITY,ADMIN_US_STATE,ADMIN_US_ZIP,ADMIN_FOREIGN_ADDRESS1,ADMIN_FOREIGN_ADDRESS2,ADMIN_FOREIGN_CITY,ADMIN_FOREIGN_PROV_STATE,ADMIN_FOREIGN_CNTRY,ADMIN_FOREIGN_POSTAL_CD,ADMIN_EIN,ADMIN_PHONE_NUM,LAST_RPT_SPONS_NAME,LAST_RPT_SPONS_EIN,LAST_RPT_PLAN_NUM,ADMIN_SIGNED_DATE,ADMIN_SIGNED_NAME,SPONS_SIGNED_DATE,SPONS_SIGNED_NAME,DFE_SIGNED_DATE,DFE_SIGNED_NAME,TOT_PARTCP_BOY_CNT,TOT_ACTIVE_PARTCP_CNT,RTD_SEP_PARTCP_RCVG_CNT,RTD_SEP_PARTCP_FUT_CNT,SUBTL_ACT_RTD_SEP_CNT,BENEF_RCVG_BNFT_CNT,TOT_ACT_RTD_SEP_BENEF_CNT,PARTCP_ACCOUNT_BAL_CNT,SEP_PARTCP_PARTL_VSTD_CNT,CONTRIB_EMPLRS_CNT,TYPE_PENSION_BNFT_CODE,TYPE_WELFARE_BNFT_CODE,FUNDING_INSURANCE_IND,FUNDING_SEC412_IND,FUNDING_TRUST_IND,FUNDING_GEN_ASSET_IND,BENEFIT_INSURANCE_IND,BENEFIT_SEC412_IND,BENEFIT_TRUST_IND,BENEFIT_GEN_ASSET_IND,SCH_R_ATTACHED_IND,SCH_MB_ATTACHED_IND,SCH_SB_ATTACHED_IND,SCH_H_ATTACHED_IND,SCH_I_ATTACHED_IND,SCH_A_ATTACHED_IND,NUM_SCH_A_ATTACHED_CNT,SCH_C_ATTACHED_IND,SCH_D_ATTACHED_IND,SCH_G_ATTACHED_IND,FILING_STATUS,DATE_RECEIVED,VALID_ADMIN_SIGNATURE,VALID_DFE_SIGNATURE,VALID_SPONSOR_SIGNATURE,ADMIN_PHONE_NUM_FOREIGN,SPONS_DFE_PHONE_NUM_FOREIGN,ADMIN_NAME_SAME_SPON_IND,ADMIN_ADDRESS_SAME_SPON_IND,PREPARER_NAME,PREPARER_FIRM_NAME,PREPARER_US_ADDRESS1,PREPARER_US_ADDRESS2,PREPARER_US_CITY,PREPARER_US_STATE,PREPARER_US_ZIP,PREPARER_FOREIGN_ADDRESS1,PREPARER_FOREIGN_ADDRESS2,PREPARER_FOREIGN_CITY,PREPARER_FOREIGN_PROV_STATE,PREPARER_FOREIGN_CNTRY,PREPARER_FOREIGN_POSTAL_CD,PREPARER_PHONE_NUM,PREPARER_PHONE_NUM_FOREIGN,TOT_ACT_PARTCP_BOY_CNT,SUBJ_M1_FILING_REQ_IND,COMPLIANCE_M1_FILING_REQ_IND,M1_RECEIPT_CONFIRMATION_CODE,ADMIN_MANUAL_SIGNED_DATE,ADMIN_MANUAL_SIGNED_NAME,LAST_RPT_PLAN_NAME,SPONS_MANUAL_SIGNED_DATE,SPONS_MANUAL_SIGNED_NAME,DFE_MANUAL_SIGNED_DATE,DFE_MANUAL_SIGNED_NAME
"20180420134532P030009857309001","2017-01-01","2017-12-31","2",,"0","0","0",,"0","1","0","0","0",,"SWARTZ CATERING CO. INC. 401(K) PLAN","001","1984-04-01","SWARTZ CATERING CO., INC.",,,"866 BROADWAY",,"SOMERVILLE","MA","02144",,,,,,,,,,,,,,,,,,"042823663","6176281632","812990",,,,,,,,,,,,,,,,,,,"2018-04-20T09:38:50-0500","HOWARD SWARTZ",,,,,11,11,0,0,11,0,11,10,0,,"2E2F2G2J2K2T3D",,,"0","1","0",,"0","1","0","1","0",,"0","1","0","0","0","0","0","FILING_RECEIVED","2018-04-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,11,,,,,,,,,,
"20180420135318P030000654597001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"COLLEGE PARK INDUSTRIES, INC. 401(K) RETIREMENT PLAN","001","2010-01-01","COLLEGE PARK INDUSTRIES, INC.",,,"27955 COLLEGE PARK DRIVE",,"WARREN","MI","48088",,,,,,,,,,,,,,,,,,"382815389","5862947950","541990",,,,,,,,,,,,,,,,,,,"2018-04-20T13:44:51-0500","NICK LAZARUS",,,,,85,107,0,4,111,0,111,74,0,,"2E2J2K2F2G3D2T3H",,"1","0","1","0","1","0","1","0","1","0","0","0","1","1","1","0","1","0","FILING_RECEIVED","2018-04-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,83,,,,,,,,,,
"20180420122052P030016261303001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"PEOPLE HELP, INC. PROFIT SHARING PLAN","002","1978-02-01","PEOPLE HELP, INC.",,,"7208 BRISTOL CIRCLE",,"MINNEAPOLIS","MN","55435",,,,,,,,,,,,,,,,,,"411300993","6128350516","541600",,,,,,,,,,,,,,,,,,,"2018-04-20T12:17:45-0500","PAUL B. HUGHES","2018-04-20T12:17:45-0500","PAUL B. HUGHES",,,4,3,0,1,4,0,4,3,0,,"2A2E3D",,,,"1",,,,"1",,"1",,,,"1",,,,,,"FILING_RECEIVED","2018-04-20","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,3,,,,,,,,,,
"20180430173709P040039609073001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"TVNS VENTURES, INC. 401(K) PROFIT SHARING PLAN","001","2011-12-08","TVNS VENTURES, INC.",,,"1424 GREENTREE CIRCLE",,"LAKE OSWEGO","OR","97034",,,,,,,,,,,,,,,,,,"454026451","5034591586","442299",,,,,,,,,,,,,,,,,,,"2018-04-30T17:35:39-0500","THIMMAPPA ANEKONDA",,,,,2,2,0,0,2,0,2,2,0,,"2E2J2K2H3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-04-30","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2,,,,,,,,,,
"20180430071438P040023310189001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"IMPACT CONFECTIONS, INC. EMPLOYEE BENEFITS PLAN","502","2012-10-01","IMPACT CONFECTIONS, INC.",,,"4017 WHITNEY STREET",,"JANESVILLE","WI","535461003",,,,,,,,,,,,,,,,,,"850308777","6082081088","311300",,,,,,,,,,,,,,,,,,,"2018-04-28T10:02:12-0500","BILLIE BABCOCK",,,,,184,172,1,0,173,,,,,,,"4A4B4D4E4H4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","2","0","0","0","FILING_RECEIVED","2018-04-30","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,181,"2",,,,,,,,,
"20180103093516P040005358449001","2017-01-01","2017-12-31","2",,"1","0","0","0","0","0","0","0","0",,"CRAFTSMEN SUPPLY CENTER, INC PROFIT SHARING PLAN","002","1976-01-01","CRAFTSMEN SUPPLY CENTER, INC",,"ALAN CONLEY","1605 N 23RD STREET",,"TAMPA","FL","33605",,,,,,,"1605 N 23RD STREET",,"TAMPA","FL","33605",,,,,,,"590828561","8139884677","444130",,,,,,,,,,,,,,,,,,,"2018-01-03T09:31:25-0600","ALAN CONLEY",,,,,2,2,,,2,,2,,,,"2E3D3E",,"0","0","0","1","0","0","1","0","0","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-01-03","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2,,,,,,,,,,
"20180501151256P040001686037001","2013-09-01","2014-08-31","2",,"0","0","0","0","0","0","0","1","0",,"VISION","507","2011-09-01","LIN R. ROGERS ELECTRICAL CONTR., INC.",,,"2050 MARCONI DRIVE",,"ALPHARETTA","GA","30005",,,,,,,,,,,,,,,,,,"581539550","8666004573","238210",,,,,,,,,,,,,,,,,,,,,,,,,339,364,0,0,364,,,,,,,"4E","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-05-01",,,,,,"1",,,,,,,,,,,,,,,,,339,"2",,,"2018-05-01T11:00:00-0500","LINDSEY SCHOULTZ",,,,,
"20180501152102P040001686277001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"THE WEINER COMPANIES, INC. 401(K) PROFIT SHARING PLAN & TRUST","001","1985-11-27","THE WEINER COMPANIES, INC.",,,"1642 MEDICAL LANE, SUITE B",,"FORT MYERS","FL","33907",,,,,,,,,,,,,,,,,,"592615359","2399397088","236200",,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,0,3,0,3,2,0,,"2E2F2G2J2K2T3D3H",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-05-01",,,,,,"1",,,,,,,,,,,,,,,,,3,,,,"2018-04-26T11:00:00-0500","KENNETH A. WEINER",,,,,
"20180502151246P030026354093001","2017-01-01","2017-12-31","2",,"0","0","0",,"0","1","0","0","0",,"LAMBERT ARCHITECTURE & INTERIORS, P.A. 401(K) PLAN","001","2006-06-01","LAMBERT ARCHITECTURE & INTERIORS, P.A.",,,"418 NORTH MARSHALL STREET","SUITE 200","WINSTON-SALEM","NC","27101",,,,,,,,,,,,,,,,,,"561645503","3367773657","541310",,,,,,,,,,,,,,,,"LAMBERT ARCHITECTURE & INTERIORS, P.A.","561645503","001","2018-05-02T11:08:29-0500","MARTHA JAMISON",,,,,24,15,0,12,27,0,27,24,0,,"2E2F2G2J2K2T3D",,,"0","1","0",,"0","1","0","1","0",,"0","1","0","0","0","1","0","FILING_RECEIVED","2018-05-02","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,13,,,,,,"LAMBERT ARCHITECTURE & INTERIORS, P.A. 401(K) PLAN",,,,
"20180417063322P040007806935001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"JESCO MAINTENANCE EMPLOYEE BENEFITS PLAN","509","2006-01-01","JESCO MAINTENANCE",,,"202 SOUTH SPRING STREET",,"FULTON","MS","38843",,,,,,,,,,,,,,,,,,"640920057","6628623121","236200",,,,,,,,,,,,,,,,,,,"2018-04-17T06:32:02-0500","TIM MILES",,,,,220,201,0,0,201,,,,,,,"4A4B4D4E4F4H4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","8","0","0","0","FILING_RECEIVED","2018-04-17","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,220,"2",,,,,,,,,
"20180321151344P040001682527001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"RON SCHILLING CONSULTING","001","1986-12-08","RONALD B. SCHILLING",,,"13650 PASEO DEL ROBLE",,"LOS ALTOS HILLS","CA","94022",,,,,,,,,,,,,,,,,,"770157636","6509415795","541600",,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,1,1,0,,"2C",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-03-21",,,,,,"1",,,,,,,,,,,,,,,,,1,,,,"2018-03-20T07:00:00-0500","RONALD SCHILLING",,,,,
"20180420151303P040013568071001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"INTERMATIC, INC WELFARE BENEFIT PLAN","506","2015-01-01","INTERMATIC, INC",,,"7777 WINN ROAD",,"SPRING GROVE","IL","60081",,,,,,,,,,,,,,,,,,"361265490","8156757111","335900",,,,,,,,,,,,,,,,,,,"2018-04-20T15:12:22-0500","PENNY BRICHTA",,,,,147,145,,,145,,,,,,,"4A4B4D4E4H4Q","1","0","0","0","1","0","0","0","0","0","0","0","0","1","5","0","0","0","FILING_RECEIVED","2018-04-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,147,"2",,,,,,,,,
"20180423135822P030021247489001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"JAYMEL PROPERTIES, INC. 401K PROFIT SHARING PLAN","001","2015-01-29","JAYMEL PROPERTIES, INC.",,,"2133 COUNTY ROAD C",,"NEW RICHMOND","WI","54017",,,,,,,,,,,,,,,,,,"472938800","7152484936","531310",,,,,,,,,,,,,,,,,,,"2018-04-23T13:55:19-0500","JAY HOLZBAUER",,,,,2,2,0,0,2,0,2,2,0,,"2E2J2K2H3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-04-23","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2,,,,,,,,,,
"20180423141215P040000814873001","2017-01-01","2017-09-30","2",,"0","0","1","1","0","0","0","0","0",,"BORDOUGH INC. 401K PLAN","001","2012-03-20","BORDOUGH INC.",,,"33713 NANDINA LANE",,"MURRIETA","CA","92563",,,,,,,,,,,,,,,,,,"454832738","6314217567","722513",,,,,,,,,,,,,,,,,,,"2018-04-23T14:11:45-0500","CLYDE ROUTLEY","2018-04-23T14:11:45-0500","CLYDE ROUTLEY",,,1,0,0,0,0,0,0,0,0,,"2E2F2G2J2K3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-04-23","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,1,,,,,,,,,,
"20180430125811P030037388705001","2017-01-01","2017-12-31","2",,"1","0","0","0","0","0","0","0","0",,"DISTIL NETWORKS WELFARE BENEFITS PLAN","501","2017-01-01","DISTIL NETWORKS, INC.",,,"115 SANSOME STREET, SUITE 600",,"SAN FRANCISCO","CA","94104",,,,,,,,,,,,,,,,,,"453186743","4159064104","541990",,,,,,,,,,,,,,,,,,,"2018-04-30T12:43:42-0500","STEPHANI MARTIN","2018-04-30T12:43:42-0500","STEPHANI MARTIN",,,138,116,9,0,125,,,,,,,"4A4B4D4E4F4H4L","0","0","0","1","1","0","0","1","0","0","0","0","0","1","2","0","0","0","FILING_RECEIVED","2018-04-30","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,137,"2",,,,,,,,,
"20180419112035P040011575319001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"DAVID ROSEN BAKERY SUPPLIES, INC. 401(K) PLAN","001","1978-01-01","DAVID ROSEN BAKERY SUPPLIES, INC.",,,"350 MESEROLE ST",,"BROOKLYN","NY","112061733",,,,,,,"350 MESEROLE ST",,"BROOKLYN","NY","112061733",,,,,,,"112379830","7183810600","424990","ERISA FIDUCIARY SERVICES INC.",,"1800 WALT WHITMAN RD STE 110",,"MELVILLE","NY","11747",,,,,,,"471637791","6312490500",,,,"2018-04-19T11:20:25-0500","ANTHONY WARD",,,,,60,47,0,2,49,0,49,27,0,,"2A2E2F2G2J2K2R2T3D",,"1","0","1","0","1","0","1","0","1","0","0","0","1","1","1","0","1","0","FILING_RECEIVED","2018-04-19","Filed with authorized/valid electronic signature",,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,
"20180423090247P040020773617001","2017-01-01","2017-12-31","2",,"0","0","0",,"0","1","0","0","0",,"BLISH & CAVANAGH 401(K) RETIREMENT PLAN","002","2002-06-25","BLISH & CAVANAGH",,,"30 EXCHANGE TERRACE",,"PROVIDENCE","RI","02903",,,,,,,,,,,,,,,,,,"050421848","4018318900","541110",,,,,,,,,,,,,,,,,,,"2018-04-23T04:59:47-0500","DEBORAH KING",,,,,19,18,0,1,19,0,19,17,0,,"2A2E2F2G2J2T3D",,,"0","1","0",,"0","1","0","1","0",,"0","1","0","0","0","1","0","FILING_RECEIVED","2018-04-23","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,18,,,,,,,,,,
"20180501164735P030014529119001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"WINCHESTER ASSOCIATES, INC. PROFIT SHARING PLAN","001","1970-12-15","WINCHESTER ASSOCIATES, INC. T/A DECKER ASSOC.",,,"899 MOUNTAIN AVENUE",,"SPRINGFIELD","NJ","07081",,,,,,,,,,,,,,,,,,"135665737","9732589300","541110",,,,,,,,,,,,,,,,,,,,,,,,,37,29,0,10,39,0,39,39,0,,"2A2E3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-05-01",,,,,,"1",,,,,,,,,,,,,,,,,29,,,,"2018-04-27T07:00:00-0500","JOHN D. DECKER",,"2018-04-27T07:00:00-0500","JOHN D. DECKER",,
"20180420094208P030007992559001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"KURTZ AND HORNAK PROFIT SHARING TRUST","001","1988-01-01","KURTZ AND HORNAK, P.A.",,,"354 NORTH AVENUE EAST",,"CRANFORD","NJ","07016",,,,,,,"354 NORTH AVENUE EAST",,"CRANFORD","NJ","07016",,,,,,,"222758074","9082763380","541211",,,,,,,,,,,,,,,,,,,"2018-04-18T09:45:10-0500","MICHAEL KURTZ",,,,,4,4,,,4,,4,4,,,"2E",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2018-04-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,4,,,,,,,,,,
"20180502070345P040042252529001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"THE SAVINGS BANK MUTUAL LIFE INSURANCE COMPANY OF MASSACHUSETTS HRA PLAN","502","2012-01-01","THE SAVINGS BANK MUTUAL LIFE INSURANCE COMPANY OF MASSACHUSETTS",,,"ONE LINSCOTT ROAD",,"WOBURN","MA","01801",,,,,,,,,,,,,,,,,,"043117253","7819383500","524140",,,,,,,,,,,,,,,,"SAVINGS BANK LIFE INSURANCE OF MA","043117253","502","2018-05-02T07:03:27-0500","DOROTHY QUINN",,,,,153,156,3,0,159,,,,,,,"4A","0","0","0","1","0","0","0","1","0","0","0","0","0","0",,"0","0","0","FILING_RECEIVED","2018-05-02","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,153,"2",,,,,"SAVINGS BANK LIFE INSURANCE HRA PLAN",,,,
"20180306171926P030083901469001","2017-01-01","2017-12-31","2",,,,,,,,,,,,"HITACHI MEDICAL SYSTEMS AMERICA, INC. MEDICAL AND DENTAL PLAN","503","1990-07-01","HITACHI MEDICAL SYSTEMS AMERICA, INC.",,,"1959 SUMMIT COMMERCE PARK",,"TWINSBURG","OH","440872371",,,,,,,"1959 SUMMIT COMMERCE PARK",,"TWINSBURG","OH","400872371",,,,,,,"341619915","3304251313","423400",,,,,,,,,,,,,,,,,,,,,,,,,276,307,,,307,,,,,,,"4F","1",,,"1","1",,,"1",,,,,,"1","1",,,,"FILING_RECEIVED","2018-03-06",,,,,,"1",,,,,,,,,,,,,,,,,276,"2",,,"2018-02-22T06:00:00-0600","RICHARD A KURZ",,,,,
"20180313165613P040096942173001","2012-06-01","2013-05-31","2",,"0","0","0","0","0","0","0","1","0",,"CONCORD COACH LINES, INC. LIFE INSURANCE PLAN","503","2012-06-01","CONCORD COACH LINES, INC",,,"7 LANGDON STREET",,"CONCORD","NH","033013481",,,,,,,"7 LANGDON STREET",,"CONCORD","NH","033013481",,,,,,,"020234701","6032283535","485210",,,,,,,,,,,,,,,,,,,"2018-03-13T16:53:44-0500","CRYSTAL MARSTON",,,,,161,161,,,161,,161,,,,,"4B","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2018-03-13","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,161,"2",,,,,,,,,
"20180314152522P040132939303001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"CHARLES P. FERNICOLA, M.D., P.C. EMPLOYEE PROFIT SHARING PLAN","001","1992-01-01","CHARLES P. FERNICOLA, M.D., P.C.",,,"1145 BEACON AVENUE",,"MANAHAWKIN","NJ","08050",,,,,,,,,,,,,,,,,,"222892443","6095971991","621111",,,,,,,,,,,,,,,,,,,,,,,,,9,3,0,6,9,0,9,9,1,,"2A2E2F2G2J3D",,,,"1",,,,"1",,"1",,,,"1",,,,,,"FILING_RECEIVED","2018-03-14",,,,,,"1",,,,,,,,,,,,,,,,,8,,,,"2018-03-13T07:00:00-0500","CHARLES FERNICOLA",,"2018-03-13T07:00:00-0500","CHARLES FERNICOLA",,
"20180323111509P030011246471002","2017-01-01","2017-12-31","2",,,,,,,,,,,,"JAMES MIRABLE MD PA MONEY PURCHASE PLAN","002","1994-05-01","JAMES MIRABLE MD PA",,,"4550 W 109TH STREET SUITE 130",,"OVERLAND PARK","KS","66211",,,,,,,,,,,,,,,,,,"481151257","9132385375","621111",,,,,,,,,,,,,,,,,,,"2018-03-23T11:40:05-0500","JAMES MIRABLE MD",,,,,25,25,0,0,25,0,25,,0,,"2C",,,,"1",,,,"1",,"1",,,,"1",,,,,,"FILING_RECEIVED","2018-03-23","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,25,,,,,,,,,,
"20180312165509P030138805601001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"NORTH AMERICAN TOOL CORPORATION 401(K) SAVINGS PLAN","001","1989-01-01","NORTH AMERICAN TOOL CORPORATION",,,"215 ELMWOOD AVENUE P.O. BOX 116",,"SOUTH BELOIT","IL","61080",,,,,,,,,,,,,,,,,,"363438764","8153892300","333510",,,,,,,,,,,,,,,,,,,"2018-03-12T16:54:39-0500","G. CURTIS LANSBERY",,,,,89,63,0,11,74,0,74,65,3,,"2E2J2K2F2G3H2T3D2S",,"1","0","1","0","1","0","1","0","1","0","0","0","1","1","1","0","1","0","FILING_RECEIVED","2018-03-12","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,77,,,,,,,,,,
"20180313171509P030132887367001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"ACQUERELLO, INC. PROFIT SHARING PLAN","001","1999-01-01","ACQUERELLO, INC.",,,"1722 SACRAMENTO STREET",,"SAN FRANCISCO","CA","94109",,,,,,,,,,,,,,,,,,"943096043","4155675432","722511",,,,,,,,,,,,,,,,,,,"2018-03-13T17:14:37-0500","GIANCARLO PATERLINI","2018-03-13T17:14:37-0500","GIANCARLO PATERLINI",,,28,17,0,6,23,0,23,23,1,,"2A2E3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-03-13","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,15,,,,,,,,,,
"20180327091451P030017714657001","2017-10-01","2017-10-31","2",,"0","0","0","1","0","0","0","0","0",,"BELKNAP PLUMBING SYSTEMS, INC. WELFARE BENEFIT","501","2015-10-01","BELKNAP PLUMBING SYSTEMS, INC.",,,"9030 SOLON ROAD",,"HOUSTON","TX","77064",,,,,,,,,,,,,,,,,,"760391418","8329126733","238220",,,,,,,,,,,,,,,,,,,,,,,,,129,125,0,10,135,,,,,,,"4A4D4E","1","0","0","0","1","0","0","0","0","0","0","0","0","1","3","0","0","0","FILING_RECEIVED","2018-03-27",,,,,,"1",,,,,,,,,,,,,,,,,129,"2",,,"2018-03-26T11:00:00-0500","GINA RODRIGUEZ",,,,,
"20180312102954P030137928529001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"OSHKOSH SUPPLIES, INC. 401(K) PLAN","001","2009-11-14","OSHKOSH SUPPLIES, INC.","PINGRY-CASWELL",,"2926 HIDDEN HOLLOW ROAD",,"OSHKOSH","WI","54904",,,,,,,,,,,,,,,,,,"271336324","9202670928","423800",,,,,,,,,,,,,,,,,,,"2018-03-12T10:29:25-0500","TOM COOPER","2018-03-12T10:29:25-0500","TOM COOPER",,,4,4,0,0,4,0,4,1,0,,"2E2F2G2J2K3D",,"0","0","1","0","0","0","1","0","0","0","0","0","1","0",,"0","0","0","FILING_RECEIVED","2018-03-12","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,4,,,,,,,,,,
"20180327151844P040001062997001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"WISCONSIN PRECISION MACHINING COMPANY 401(K) PLAN","001","1996-06-01","WISCONSIN PRECISION MACHINING COMPANY",,,"450 9TH AVENUE",,"GRAFTON","WI","530241156",,,,,,,,,,,,,,,,,,"391486957","2626182540","333510",,,,,,,,,,,,,,,,,,,"2018-03-27T15:17:10-0500","PETER THERMANSEN",,,,,24,22,0,12,34,0,34,27,0,,"2E2J2K2F2G3D2T2S",,"1","0","1","0","1","0","1","0","1","0","0","0","1","1","1","0","1","0","FILING_RECEIVED","2018-03-27","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,24,,,,,,,,,,
"20180306093628P030123842001001","2017-01-01","2017-12-31","2",,"0","0","0","0","0","0","0","0","0",,"FIRST STATE BANK 401(K) PLAN","001","1971-12-27","FIRST STATE BANK - VALLIANT",,,"P.O. BOX 775",,"VALLIANT","OK","74764",,,,,,,,,,,,,,,,,,"730237190","5809334201","522120",,,,,,,,,,,,,,,,,,,"2018-03-06T09:36:07-0600","KELLEY THOMPSON",,,,,28,20,2,6,28,0,28,28,2,,"2E2J2K2F2G2R3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2018-03-06","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,22,,,,,,,,,,
